task,image_id,attribute,image_path,mask_path,image_width,image_height,mask_width,mask_height,size_match,image_error,mask_error,status
task2,002594,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002594.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002594_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002595,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002595.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002595_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002596,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002596.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002596_attribute_milia_like_cyst.png,6648,4439,6648,4439,True,,,OK
task2,002597,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002597.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002597_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002598,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002598.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002598_attribute_milia_like_cyst.png,2441,1565,2441,1565,True,,,OK
task2,002599,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002599.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002599_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002600,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002600.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002600_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002601,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002601.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002601_attribute_milia_like_cyst.png,3008,2000,3008,2000,True,,,OK
task2,002602,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002602.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002602_attribute_milia_like_cyst.png,6648,4439,6648,4439,True,,,OK
task2,002603,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002603.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002603_attribute_milia_like_cyst.png,3024,2016,3024,2016,True,,,OK
task2,002604,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002604.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002604_attribute_milia_like_cyst.png,2664,2124,2664,2124,True,,,OK
task2,002605,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002605.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002605_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002606,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002606.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002606_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002607,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002607.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002607_attribute_milia_like_cyst.png,6601,4380,6601,4380,True,,,OK
task2,002608,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002608.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002608_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002609,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002609.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002609_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002610,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002610.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002610_attribute_milia_like_cyst.png,576,768,576,768,True,,,OK
task2,002611,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002611.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002611_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002612,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002612.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002612_attribute_milia_like_cyst.png,6628,4399,6628,4399,True,,,OK
task2,002613,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002613.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002613_attribute_milia_like_cyst.png,767,576,767,576,True,,,OK
task2,002614,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002614.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002614_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002615,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002615.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002615_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002616,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002616.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002616_attribute_milia_like_cyst.png,767,576,767,576,True,,,OK
task2,002617,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002617.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002617_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002618,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002618.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002618_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002619,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002619.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002619_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002620,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002620.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002620_attribute_milia_like_cyst.png,962,723,962,723,True,,,OK
task2,002621,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002621.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002621_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002622,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002622.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002622_attribute_milia_like_cyst.png,3008,2000,3008,2000,True,,,OK
task2,002623,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002623.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002623_attribute_milia_like_cyst.png,3008,2000,3008,2000,True,,,OK
task2,002624,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002624.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002624_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002625,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002625.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002625_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002626,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002626.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002626_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002627,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002627.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002627_attribute_milia_like_cyst.png,6642,4441,6642,4441,True,,,OK
task2,002628,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002628.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002628_attribute_milia_like_cyst.png,1504,1129,1504,1129,True,,,OK
task2,002629,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002629.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002629_attribute_milia_like_cyst.png,919,802,919,802,True,,,OK
task2,002630,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002630.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002630_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002631,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002631.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002631_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002632,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002632.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002632_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002633,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002633.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002633_attribute_milia_like_cyst.png,3008,2000,3008,2000,True,,,OK
task2,002634,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002634.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002634_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002635,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002635.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002635_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002636,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002636.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002636_attribute_milia_like_cyst.png,1062,701,1062,701,True,,,OK
task2,002637,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002637.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002637_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002638,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002638.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002638_attribute_milia_like_cyst.png,3024,2016,3024,2016,True,,,OK
task2,002639,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002639.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002639_attribute_milia_like_cyst.png,2048,1536,2048,1536,True,,,OK
task2,002640,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002640.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002640_attribute_milia_like_cyst.png,1504,1129,1504,1129,True,,,OK
task2,002641,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002641.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002641_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002642,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002642.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002642_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002643,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002643.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002643_attribute_milia_like_cyst.png,3872,2592,3872,2592,True,,,OK
task2,002644,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002644.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002644_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002645,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002645.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002645_attribute_milia_like_cyst.png,3008,2000,3008,2000,True,,,OK
task2,002646,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002646.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002646_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002647,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002647.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002647_attribute_milia_like_cyst.png,919,802,919,802,True,,,OK
task2,002648,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002648.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002648_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002649,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002649.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002649_attribute_milia_like_cyst.png,6641,4440,6641,4440,True,,,OK
task2,002650,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002650.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002650_attribute_milia_like_cyst.png,6642,4401,6642,4401,True,,,OK
task2,002651,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002651.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002651_attribute_milia_like_cyst.png,6688,4459,6688,4459,True,,,OK
task2,002652,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002652.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002652_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002653,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002653.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002653_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002654,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002654.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002654_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002655,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002655.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002655_attribute_milia_like_cyst.png,3872,2592,3872,2592,True,,,OK
task2,002656,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002656.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002656_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002657,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002657.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002657_attribute_milia_like_cyst.png,6622,4401,6622,4401,True,,,OK
task2,002658,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002658.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002658_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002659,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002659.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002659_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002660,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002660.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002660_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002661,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002661.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002661_attribute_milia_like_cyst.png,3024,2016,3024,2016,True,,,OK
task2,002662,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002662.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002662_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002663,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002663.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002663_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002664,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002664.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002664_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002665,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002665.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002665_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002666,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002666.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002666_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002667,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002667.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002667_attribute_milia_like_cyst.png,3008,2000,3008,2000,True,,,OK
task2,002668,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002668.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002668_attribute_milia_like_cyst.png,3008,2000,3008,2000,True,,,OK
task2,002669,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002669.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002669_attribute_milia_like_cyst.png,2048,1536,2048,1536,True,,,OK
task2,002670,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002670.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002670_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002671,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002671.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002671_attribute_milia_like_cyst.png,2048,1536,2048,1536,True,,,OK
task2,002672,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002672.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002672_attribute_milia_like_cyst.png,6642,4422,6642,4422,True,,,OK
task2,002673,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002673.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002673_attribute_milia_like_cyst.png,6688,4439,6688,4439,True,,,OK
task2,002674,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002674.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002674_attribute_milia_like_cyst.png,640,480,640,480,True,,,OK
task2,002675,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002675.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002675_attribute_milia_like_cyst.png,3872,2592,3872,2592,True,,,OK
task2,002676,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002676.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002676_attribute_milia_like_cyst.png,6642,4422,6642,4422,True,,,OK
task2,002677,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002677.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002677_attribute_milia_like_cyst.png,3008,2000,3008,2000,True,,,OK
task2,002678,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002678.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002678_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002679,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002679.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002679_attribute_milia_like_cyst.png,3072,2304,3072,2304,True,,,OK
task2,002680,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002680.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002680_attribute_milia_like_cyst.png,1024,768,1024,768,True,,,OK
task2,002681,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002681.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002681_attribute_milia_like_cyst.png,3008,2000,3008,2000,True,,,OK
task2,002682,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002682.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002682_attribute_milia_like_cyst.png,919,802,919,802,True,,,OK
task2,002683,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002683.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002683_attribute_milia_like_cyst.png,1022,767,1022,767,True,,,OK
task2,002684,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002684.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002684_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002685,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002685.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002685_attribute_milia_like_cyst.png,4288,2848,4288,2848,True,,,OK
task2,002686,milia_like_cysts,D:\Biology-AI\data\Task2_Attributes\images\002686.jpg,D:\Biology-AI\data\Task2_Attributes\masks\milia_like_cysts\002686_attribute_milia_like_cyst.png,6681,4422,6681,4422,True,,,OK
